Income,Living_Standards,Homeownership_Status,Location,Work_Experience,Type_of_Housing,Number_of_Dependents,Household_Size,Age,Employment_Status
50625,Low,Own,Urban,45,Apartment,1,4,33,Self-employed
119916,Medium,Rent,Urban,36,Apartment,3,5,50,Part-time
74880,Medium,Own,Urban,9,Single-family home,2,7,66,Self-employed
73878,Medium,Own,Urban,29,Single-family home,4,4,38,Full-time
66054,Low,Rent,Urban,21,Single-family home,5,4,26,Part-time
49304,Low,Own,Urban,29,Single-family home,2,3,23,Full-time
462219,High,Own,Urban,31,Townhouse,5,4,68,Self-employed
69742,Low,Own,Suburban,13,Townhouse,1,2,62,Full-time
68992,Low,Own,Suburban,22,Single-family home,1,2,52,Full-time
47033,Low,Rent,Suburban,16,Apartment,5,5,56,Full-time
92578,Medium,Own,Urban,35,Apartment,1,5,39,Part-time
645593,High,Rent,Urban,28,Apartment,0,6,58,Full-time
7570197,High,Own,Urban,23,Apartment,5,1,22,Self-employed
639152,High,Own,Suburban,46,Townhouse,0,3,59,Self-employed
2903403,High,Own,Suburban,10,Apartment,5,5,40,Self-employed
70618,Medium,Own,Suburban,40,Single-family home,3,1,34,Self-employed
65348,Low,Own,Urban,14,Single-family home,3,6,29,Self-employed
71924,Medium,Own,Suburban,21,Single-family home,2,7,40,Self-employed
6200526,High,Rent,Suburban,26,Apartment,1,5,33,Self-employed
1832762,High,Rent,Urban,33,Single-family home,3,1,20,Self-employed
71632,Medium,Rent,Urban,32,Townhouse,1,7,47,Full-time
183953,High,Rent,Urban,20,Single-family home,2,3,39,Full-time
66858,Low,Own,Urban,23,Single-family home,0,3,26,Part-time
66778,Low,Own,Urban,19,Single-family home,3,5,46,Full-time
70762,Medium,Rent,Suburban,48,Apartment,4,2,64,Full-time
72184,Medium,Own,Suburban,3,Townhouse,4,4,54,Part-time
266888,High,Own,Rural,36,Single-family home,4,5,40,Part-time
7206510,High,Rent,Urban,36,Apartment,4,1,30,Part-time
3438472,High,Rent,Urban,45,Apartment,4,7,49,Self-employed
72374,Medium,Own,Urban,32,Apartment,4,3,63,Part-time
66970,Low,Own,Urban,30,Single-family home,4,5,69,Full-time
43071,Low,Own,Urban,33,Townhouse,3,3,64,Full-time
646374,High,Own,Suburban,21,Apartment,4,5,65,Full-time
70490,Medium,Own,Urban,41,Apartment,5,3,40,Full-time
67354,Low,Rent,Urban,29,Townhouse,5,2,62,Full-time
3292164,High,Own,Urban,4,Single-family home,4,1,34,Full-time
72986,Medium,Own,Rural,40,Apartment,2,5,57,Self-employed
101043,Medium,Own,Urban,44,Townhouse,3,3,38,Part-time
72228,Medium,Rent,Urban,22,Apartment,5,5,19,Part-time
4585964,High,Rent,Rural,12,Single-family home,2,1,54,Self-employed
154041,High,Rent,Urban,8,Single-family home,1,5,23,Full-time
137335,Medium,Own,Urban,13,Single-family home,4,7,61,Part-time
140692,Medium,Rent,Urban,16,Apartment,0,4,35,Full-time
66714,Low,Own,Urban,34,Townhouse,4,3,47,Self-employed
70072,Medium,Own,Urban,17,Single-family home,4,1,39,Full-time
72754,Medium,Own,Suburban,11,Apartment,2,6,50,Full-time
81805,Medium,Own,Urban,40,Single-family home,1,2,47,Full-time
65078,Low,Own,Urban,15,Apartment,2,4,34,Self-employed
36117,Low,Rent,Urban,29,Apartment,3,5,60,Full-time
69448,Low,Own,Urban,12,Apartment,1,6,49,Self-employed
354090,High,Own,Urban,17,Apartment,5,5,59,Full-time
72606,Medium,Own,Urban,11,Townhouse,1,4,68,Full-time
72840,Medium,Own,Urban,33,Apartment,1,7,31,Full-time
6843520,High,Own,Urban,50,Single-family home,2,2,27,Full-time
71922,Medium,Own,Urban,32,Apartment,4,2,64,Part-time
2280108,High,Rent,Urban,5,Single-family home,4,5,68,Part-time
220434,High,Rent,Urban,17,Single-family home,4,5,53,Full-time
49215,Low,Own,Urban,2,Apartment,4,7,51,Full-time
71156,Medium,Own,Suburban,5,Townhouse,4,2,26,Full-time
2399673,High,Rent,Urban,35,Townhouse,3,2,59,Full-time
65372,Low,Own,Suburban,48,Apartment,0,2,45,Full-time
6722437,High,Rent,Urban,49,Townhouse,5,6,28,Part-time
90384,Medium,Own,Rural,21,Apartment,1,5,31,Full-time
53704,Low,Rent,Urban,6,Single-family home,0,3,56,Part-time
75150,Medium,Rent,Rural,29,Apartment,3,4,64,Part-time
108024,Medium,Rent,Urban,1,Townhouse,4,2,36,Full-time
72690,Medium,Rent,Suburban,31,Single-family home,3,7,32,Full-time
72304,Medium,Own,Rural,14,Single-family home,5,5,45,Self-employed
2606298,High,Own,Urban,21,Apartment,5,1,41,Full-time
5176465,High,Rent,Suburban,48,Apartment,3,5,25,Self-employed
141011,Medium,Rent,Urban,37,Apartment,0,3,60,Part-time
7503240,High,Own,Urban,7,Apartment,1,3,26,Part-time
124281,Medium,Own,Urban,7,Apartment,2,6,64,Part-time
182159,High,Own,Urban,38,Townhouse,2,7,50,Full-time
72040,Medium,Own,Urban,35,Townhouse,5,7,50,Full-time
66700,Low,Own,Rural,19,Apartment,1,2,36,Self-employed
70936,Medium,Rent,Suburban,36,Apartment,4,4,20,Part-time
74236,Medium,Own,Suburban,7,Apartment,3,5,27,Part-time
7850258,High,Own,Urban,13,Single-family home,4,4,57,Full-time
119658,Medium,Rent,Urban,19,Single-family home,5,1,64,Full-time
68156,Low,Own,Urban,34,Apartment,3,4,59,Self-employed
67286,Low,Rent,Urban,24,Townhouse,2,7,18,Full-time
72818,Medium,Own,Urban,17,Apartment,5,4,46,Self-employed
65956,Low,Own,Urban,46,Single-family home,5,2,67,Full-time
72910,Medium,Rent,Suburban,20,Townhouse,1,7,51,Part-time
68708,Low,Own,Urban,36,Townhouse,0,7,68,Full-time
6979969,High,Own,Urban,46,Single-family home,5,1,30,Part-time
75086,Medium,Own,Urban,30,Apartment,0,6,18,Full-time
72168,Medium,Own,Urban,5,Townhouse,1,3,51,Part-time
68226,Low,Rent,Urban,41,Single-family home,5,4,46,Self-employed
72486,Medium,Own,Urban,46,Townhouse,5,7,65,Full-time
2806722,High,Rent,Urban,19,Townhouse,2,7,64,Full-time
362963,High,Rent,Rural,27,Apartment,3,1,30,Full-time
71438,Medium,Own,Urban,40,Apartment,0,1,65,Part-time
69944,Low,Own,Suburban,35,Apartment,2,3,66,Full-time
8936771,High,Own,Urban,39,Townhouse,5,2,70,Full-time
71590,Medium,Rent,Urban,25,Single-family home,1,1,46,Full-time
102818,Medium,Own,Suburban,12,Apartment,4,3,56,Full-time
75460,Medium,Own,Urban,48,Apartment,2,5,41,Full-time
1634492,High,Rent,Urban,3,Single-family home,2,1,43,Full-time
72896,Medium,Own,Urban,33,Single-family home,4,7,34,Full-time
110585,Medium,Rent,Suburban,36,Apartment,5,5,24,Full-time
70804,Medium,Own,Urban,33,Townhouse,2,5,30,Part-time
67146,Low,Own,Urban,15,Single-family home,0,7,22,Full-time
71926,Medium,Own,Urban,22,Townhouse,5,1,43,Full-time
325747,High,Rent,Urban,22,Single-family home,0,3,66,Part-time
73820,Medium,Own,Suburban,14,Single-family home,0,7,20,Part-time
67524,Low,Own,Suburban,24,Single-family home,2,7,24,Full-time
7277662,High,Own,Urban,28,Single-family home,5,5,66,Part-time
73636,Medium,Own,Urban,35,Single-family home,2,2,56,Self-employed
8238244,High,Rent,Rural,14,Single-family home,2,4,70,Self-employed
69240,Low,Rent,Urban,36,Apartment,5,6,18,Part-time
65444,Low,Own,Suburban,34,Townhouse,5,5,66,Full-time
1730317,High,Rent,Urban,45,Single-family home,5,5,34,Full-time
74824,Medium,Own,Urban,38,Townhouse,5,4,60,Full-time
67552,Low,Own,Suburban,46,Single-family home,1,3,42,Full-time
35860,Low,Rent,Urban,36,Apartment,5,2,20,Self-employed
70524,Medium,Own,Suburban,40,Apartment,4,2,32,Full-time
259024,High,Rent,Urban,27,Townhouse,5,5,46,Part-time
4939549,High,Rent,Urban,44,Apartment,2,7,70,Full-time
89407,Medium,Rent,Suburban,29,Apartment,4,1,60,Full-time
68558,Low,Own,Urban,6,Single-family home,3,1,49,Self-employed
69012,Low,Rent,Suburban,3,Single-family home,0,6,43,Full-time
66452,Low,Own,Rural,6,Single-family home,1,5,33,Full-time
73824,Medium,Own,Rural,32,Apartment,4,6,42,Part-time
174288,High,Rent,Suburban,46,Apartment,0,1,45,Part-time
73356,Medium,Own,Urban,46,Single-family home,1,2,26,Full-time
2444231,High,Own,Urban,17,Townhouse,5,2,18,Part-time
183273,High,Rent,Suburban,14,Single-family home,0,4,46,Full-time
44701,Low,Own,Urban,34,Apartment,2,2,39,Full-time
74896,Medium,Own,Urban,36,Single-family home,2,6,33,Full-time
124232,Medium,Own,Urban,4,Apartment,5,3,58,Part-time
73756,Medium,Rent,Urban,47,Townhouse,0,2,68,Full-time
171574,High,Own,Rural,22,Apartment,5,7,61,Self-employed
2373106,High,Rent,Urban,9,Single-family home,5,7,68,Part-time
68950,Low,Rent,Urban,24,Single-family home,1,5,58,Self-employed
69916,Low,Own,Urban,21,Apartment,0,6,24,Part-time
66260,Low,Own,Suburban,30,Apartment,3,1,31,Full-time
292267,High,Rent,Rural,22,Apartment,5,1,46,Full-time
66762,Low,Own,Urban,27,Apartment,1,2,36,Part-time
66598,Low,Own,Suburban,44,Single-family home,1,2,36,Full-time
54962,Low,Rent,Urban,14,Single-family home,0,1,19,Part-time
71032,Medium,Own,Urban,39,Apartment,4,1,58,Full-time
1892269,High,Rent,Suburban,6,Apartment,5,2,62,Part-time
66406,Low,Own,Urban,45,Apartment,5,3,32,Self-employed
71356,Medium,Own,Urban,37,Apartment,0,3,20,Full-time
65372,Low,Own,Urban,39,Apartment,4,1,28,Part-time
69244,Low,Own,Urban,14,Townhouse,1,4,70,Full-time
65996,Low,Rent,Urban,48,Apartment,2,3,63,Full-time
65068,Low,Own,Urban,4,Apartment,5,5,47,Full-time
65332,Low,Own,Urban,11,Townhouse,2,6,57,Full-time
74100,Medium,Rent,Urban,12,Townhouse,5,1,35,Part-time
65204,Low,Rent,Urban,2,Townhouse,0,7,68,Part-time
70438,Medium,Rent,Urban,18,Apartment,5,3,65,Full-time
65544,Low,Own,Rural,25,Apartment,4,7,19,Full-time
2577335,High,Rent,Urban,29,Single-family home,5,2,49,Full-time
9550359,High,Rent,Rural,27,Apartment,0,4,25,Self-employed
72234,Medium,Rent,Urban,14,Apartment,3,6,39,Part-time
2355128,High,Rent,Suburban,17,Apartment,0,6,23,Self-employed
72364,Medium,Own,Urban,6,Townhouse,0,7,29,Part-time
65416,Low,Own,Suburban,13,Single-family home,0,2,64,Full-time
73682,Medium,Own,Urban,23,Single-family home,0,6,57,Part-time
64942,Low,Own,Urban,50,Single-family home,4,2,53,Part-time
439893,High,Rent,Urban,23,Townhouse,5,4,32,Full-time
70386,Medium,Rent,Urban,10,Apartment,4,1,45,Full-time
70540,Medium,Rent,Suburban,38,Apartment,4,7,69,Part-time
247236,High,Own,Rural,42,Apartment,3,7,66,Part-time
69074,Low,Own,Urban,39,Apartment,3,7,62,Full-time
416844,High,Rent,Rural,9,Townhouse,5,6,35,Self-employed
69962,Low,Own,Urban,42,Single-family home,5,2,19,Part-time
74336,Medium,Own,Suburban,32,Single-family home,0,6,30,Part-time
233727,High,Own,Rural,19,Apartment,4,1,62,Part-time
303615,High,Rent,Urban,41,Apartment,3,1,32,Full-time
1858335,High,Rent,Urban,38,Apartment,2,1,37,Self-employed
74306,Medium,Own,Urban,21,Single-family home,0,6,46,Full-time
2812115,High,Own,Urban,34,Single-family home,1,2,59,Full-time
70626,Medium,Own,Suburban,50,Single-family home,4,7,46,Self-employed
2397608,High,Rent,Urban,27,Apartment,0,1,20,Full-time
2029283,High,Rent,Rural,35,Apartment,5,2,36,Self-employed
74204,Medium,Own,Urban,29,Apartment,0,1,20,Full-time
74860,Medium,Own,Urban,5,Townhouse,1,5,31,Part-time
69394,Low,Rent,Urban,0,Single-family home,5,2,57,Full-time
66004,Low,Rent,Rural,3,Townhouse,2,5,21,Part-time
71008,Medium,Rent,Urban,24,Apartment,3,1,69,Full-time
73686,Medium,Own,Rural,38,Townhouse,3,2,28,Self-employed
75136,Medium,Own,Urban,10,Apartment,1,6,48,Full-time
66458,Low,Rent,Urban,37,Single-family home,1,4,60,Full-time
65534,Low,Rent,Urban,36,Single-family home,3,5,49,Full-time
75316,Medium,Rent,Suburban,11,Apartment,2,7,44,Self-employed
72800,Medium,Rent,Urban,28,Single-family home,2,3,47,Self-employed
51612,Low,Own,Urban,33,Single-family home,0,3,60,Full-time
6335682,High,Rent,Urban,17,Single-family home,1,4,19,Self-employed
65632,Low,Own,Urban,8,Single-family home,1,4,66,Self-employed
72454,Medium,Rent,Urban,45,Townhouse,1,6,26,Part-time
2867390,High,Own,Suburban,11,Single-family home,5,3,45,Full-time
69456,Low,Own,Urban,8,Single-family home,3,2,48,Full-time
65916,Low,Own,Suburban,0,Single-family home,3,1,51,Full-time
69416,Low,Own,Urban,6,Apartment,3,2,32,Full-time
70682,Medium,Own,Urban,38,Apartment,2,7,65,Self-employed
169594,High,Rent,Urban,41,Single-family home,3,7,42,Full-time
67124,Low,Rent,Urban,33,Apartment,0,3,53,Self-employed
66942,Low,Own,Suburban,31,Apartment,5,7,25,Self-employed
9634966,High,Rent,Suburban,27,Single-family home,3,7,26,Self-employed
74136,Medium,Own,Urban,25,Townhouse,5,5,54,Part-time
5413885,High,Rent,Rural,35,Single-family home,5,5,65,Part-time
6515676,High,Own,Urban,39,Single-family home,2,1,62,Self-employed
6334239,High,Own,Suburban,13,Apartment,1,1,56,Full-time
71654,Medium,Own,Urban,44,Single-family home,5,6,49,Part-time
70046,Medium,Rent,Urban,30,Apartment,0,3,69,Part-time
5546603,High,Own,Urban,15,Apartment,2,3,34,Full-time
69198,Low,Own,Urban,38,Townhouse,4,1,52,Part-time
73528,Medium,Rent,Rural,41,Townhouse,5,5,54,Full-time
74708,Medium,Own,Urban,10,Apartment,5,4,36,Self-employed
426448,High,Own,Urban,10,Apartment,1,4,61,Part-time
71924,Medium,Rent,Urban,37,Apartment,3,4,46,Part-time
71384,Medium,Rent,Urban,11,Single-family home,2,5,24,Part-time
67514,Low,Own,Urban,41,Apartment,4,2,45,Full-time
113918,Medium,Own,Urban,8,Apartment,2,2,26,Part-time
72406,Medium,Own,Urban,21,Single-family home,3,5,45,Part-time
68152,Low,Own,Urban,37,Single-family home,2,7,23,Full-time
1749175,High,Own,Urban,8,Apartment,4,2,46,Full-time
88871,Medium,Rent,Urban,2,Single-family home,2,4,34,Self-employed
74178,Medium,Own,Suburban,38,Single-family home,0,5,33,Part-time
68088,Low,Own,Suburban,34,Apartment,0,1,40,Part-time
66184,Low,Own,Suburban,29,Apartment,3,5,48,Full-time
71682,Medium,Own,Rural,25,Apartment,4,3,20,Part-time
74480,Medium,Own,Suburban,7,Single-family home,4,4,38,Part-time
3457081,High,Rent,Urban,31,Townhouse,4,6,43,Full-time
9871131,High,Own,Urban,21,Single-family home,4,4,53,Full-time
1432403,High,Own,Rural,7,Apartment,4,3,59,Full-time
4266825,High,Rent,Urban,44,Apartment,1,4,54,Part-time
65934,Low,Rent,Urban,1,Single-family home,2,6,70,Part-time
5051987,High,Own,Urban,13,Single-family home,5,3,39,Full-time
71588,Medium,Own,Rural,4,Apartment,4,6,59,Full-time
68446,Low,Rent,Suburban,12,Apartment,5,3,29,Part-time
67030,Low,Own,Urban,22,Single-family home,0,4,59,Full-time
65284,Low,Rent,Rural,12,Single-family home,5,5,30,Full-time
48001,Low,Own,Rural,18,Apartment,5,3,28,Part-time
5301106,High,Own,Urban,23,Single-family home,2,1,33,Part-time
71504,Medium,Rent,Suburban,34,Apartment,5,3,25,Part-time
146119,Medium,Rent,Suburban,13,Apartment,3,1,57,Part-time
1763246,High,Rent,Urban,3,Single-family home,3,5,57,Part-time
74358,Medium,Own,Urban,25,Apartment,4,3,62,Self-employed
69532,Low,Rent,Urban,9,Apartment,1,7,19,Self-employed
9584866,High,Rent,Urban,37,Townhouse,1,3,47,Part-time
490746,High,Own,Rural,37,Single-family home,2,3,47,Part-time
178161,High,Own,Urban,33,Apartment,1,7,29,Self-employed
72198,Medium,Own,Urban,33,Single-family home,5,1,27,Full-time
41166,Low,Rent,Rural,18,Single-family home,3,5,61,Full-time
67362,Low,Rent,Rural,2,Single-family home,4,4,28,Self-employed
329828,High,Own,Urban,35,Apartment,0,6,32,Self-employed
1797520,High,Own,Rural,3,Single-family home,5,6,33,Self-employed
153459,High,Own,Urban,25,Single-family home,3,2,34,Self-employed
2018408,High,Rent,Urban,10,Townhouse,3,7,43,Full-time
74578,Medium,Own,Suburban,2,Single-family home,2,3,19,Self-employed
1024564,High,Rent,Suburban,48,Townhouse,5,3,67,Full-time
129618,Medium,Rent,Suburban,8,Apartment,1,3,29,Self-employed
3599848,High,Rent,Urban,45,Apartment,0,4,68,Part-time
70536,Medium,Rent,Urban,1,Townhouse,0,5,43,Full-time
70122,Medium,Own,Rural,13,Townhouse,1,1,40,Part-time
93558,Medium,Own,Urban,2,Townhouse,4,4,35,Full-time
42056,Low,Own,Urban,1,Single-family home,1,5,49,Full-time
71002,Medium,Rent,Suburban,21,Townhouse,4,2,66,Full-time
70804,Medium,Own,Urban,28,Apartment,0,6,55,Full-time
69202,Low,Rent,Urban,32,Apartment,5,5,64,Part-time
75144,Medium,Own,Urban,35,Townhouse,2,5,20,Full-time
3352170,High,Own,Suburban,9,Apartment,3,1,55,Self-employed
472049,High,Own,Rural,46,Apartment,5,5,20,Full-time
72204,Medium,Rent,Urban,43,Single-family home,0,5,47,Self-employed
67796,Low,Own,Urban,37,Single-family home,0,6,18,Self-employed
450646,High,Rent,Urban,20,Single-family home,0,7,47,Full-time
68658,Low,Rent,Suburban,30,Townhouse,3,3,62,Full-time
68666,Low,Own,Urban,34,Apartment,4,1,49,Full-time
68004,Low,Own,Suburban,2,Single-family home,2,7,45,Self-employed
70958,Medium,Own,Urban,18,Apartment,5,5,38,Self-employed
69846,Low,Own,Urban,21,Apartment,5,5,63,Full-time
67880,Low,Own,Suburban,19,Apartment,2,7,30,Full-time
508199,High,Own,Urban,35,Townhouse,2,3,44,Self-employed
65022,Low,Own,Suburban,18,Townhouse,4,7,53,Part-time
2920269,High,Rent,Urban,45,Single-family home,5,1,24,Full-time
123353,Medium,Rent,Urban,3,Single-family home,1,2,39,Self-employed
69076,Low,Own,Urban,31,Apartment,1,1,27,Self-employed
72882,Medium,Own,Urban,7,Apartment,2,4,56,Full-time
72054,Medium,Rent,Urban,50,Single-family home,0,7,70,Full-time
72738,Medium,Own,Suburban,25,Single-family home,0,5,32,Self-employed
7127584,High,Rent,Urban,50,Townhouse,3,6,32,Part-time
65244,Low,Own,Suburban,0,Single-family home,1,4,21,Self-employed
66510,Low,Rent,Urban,25,Townhouse,0,4,49,Self-employed
74738,Medium,Rent,Urban,46,Townhouse,2,2,40,Full-time
71982,Medium,Own,Urban,42,Apartment,3,5,23,Part-time
3998258,High,Rent,Suburban,8,Townhouse,1,1,41,Part-time
534669,High,Rent,Urban,34,Apartment,3,6,37,Full-time
58712,Low,Rent,Urban,17,Apartment,0,3,54,Full-time
72468,Medium,Own,Urban,18,Single-family home,2,7,37,Part-time
70450,Medium,Own,Urban,47,Apartment,2,5,29,Full-time
116637,Medium,Rent,Urban,15,Single-family home,2,4,50,Part-time
68468,Low,Own,Urban,27,Apartment,0,4,45,Full-time
331211,High,Own,Urban,2,Apartment,4,7,25,Part-time
69980,Low,Own,Urban,17,Townhouse,5,7,18,Full-time
69428,Low,Own,Suburban,12,Single-family home,5,5,54,Self-employed
922721,High,Rent,Suburban,26,Apartment,2,7,39,Full-time
1346784,High,Rent,Urban,39,Apartment,5,2,23,Self-employed
68906,Low,Own,Urban,38,Single-family home,4,1,38,Full-time
71542,Medium,Own,Urban,23,Single-family home,2,6,49,Part-time
71076,Medium,Own,Suburban,28,Single-family home,4,3,52,Full-time
68666,Low,Own,Urban,21,Apartment,1,6,32,Self-employed
73712,Medium,Own,Urban,50,Single-family home,5,6,22,Self-employed
289038,High,Rent,Rural,25,Apartment,1,2,63,Self-employed
60459,Low,Rent,Rural,19,Single-family home,2,6,67,Part-time
194901,High,Rent,Suburban,23,Single-family home,3,6,65,Full-time
5369145,High,Own,Rural,11,Apartment,3,1,23,Part-time
71870,Medium,Rent,Suburban,17,Apartment,0,5,42,Self-employed
66872,Low,Own,Suburban,46,Apartment,1,2,63,Part-time
72020,Medium,Rent,Urban,11,Single-family home,1,6,57,Self-employed
72525,Medium,Rent,Rural,37,Apartment,3,3,46,Full-time
45629,Low,Own,Suburban,31,Single-family home,2,1,24,Self-employed
74246,Medium,Own,Urban,48,Apartment,0,5,57,Part-time
68608,Low,Own,Urban,22,Single-family home,1,7,30,Self-employed
74454,Medium,Rent,Urban,3,Townhouse,0,7,55,Part-time
337651,High,Own,Rural,11,Single-family home,1,1,35,Full-time
1461334,High,Rent,Urban,16,Apartment,4,3,19,Part-time
74322,Medium,Own,Urban,20,Apartment,4,5,25,Self-employed
67422,Low,Rent,Urban,36,Single-family home,0,4,28,Full-time
73328,Medium,Own,Rural,28,Apartment,3,4,50,Self-employed
45896,Low,Rent,Urban,5,Single-family home,3,2,55,Full-time
36262,Low,Own,Urban,46,Single-family home,1,5,65,Full-time
74038,Medium,Rent,Urban,27,Apartment,5,7,44,Full-time
71324,Medium,Own,Urban,7,Apartment,4,5,37,Self-employed
1618129,High,Rent,Urban,30,Townhouse,4,2,29,Full-time
66274,Low,Rent,Urban,19,Single-family home,0,6,60,Part-time
74800,Medium,Rent,Urban,15,Single-family home,5,1,48,Part-time
67468,Low,Own,Urban,12,Apartment,0,2,44,Full-time
725997,High,Rent,Urban,14,Single-family home,3,6,49,Full-time
73020,Medium,Own,Urban,12,Townhouse,3,5,27,Full-time
74416,Medium,Own,Rural,46,Townhouse,5,6,20,Part-time
255219,High,Own,Urban,1,Apartment,5,4,62,Full-time
67996,Low,Own,Urban,19,Single-family home,3,1,44,Full-time
68002,Low,Own,Urban,27,Townhouse,2,6,52,Self-employed
74706,Medium,Own,Urban,17,Apartment,4,7,48,Self-employed
71922,Medium,Own,Urban,6,Single-family home,4,5,32,Part-time
70386,Medium,Own,Urban,20,Townhouse,0,7,33,Part-time
60406,Low,Own,Suburban,40,Townhouse,4,3,30,Full-time
3961969,High,Rent,Urban,38,Single-family home,0,7,66,Part-time
74626,Medium,Rent,Urban,8,Single-family home,5,4,52,Self-employed
74400,Medium,Own,Rural,43,Apartment,5,4,69,Self-employed
74634,Medium,Own,Urban,9,Single-family home,2,2,28,Full-time
2218208,High,Rent,Suburban,30,Townhouse,5,5,38,Full-time
67076,Low,Own,Urban,41,Apartment,3,5,68,Self-employed
70830,Medium,Own,Urban,12,Single-family home,2,7,28,Full-time
69636,Low,Own,Urban,4,Single-family home,3,7,47,Part-time
2075976,High,Rent,Urban,39,Apartment,3,2,65,Full-time
72282,Medium,Rent,Rural,41,Apartment,0,5,70,Self-employed
71824,Medium,Own,Urban,37,Townhouse,3,5,52,Full-time
803158,High,Rent,Urban,42,Townhouse,2,6,39,Part-time
70014,Medium,Rent,Urban,35,Single-family home,1,4,55,Full-time
6681548,High,Rent,Urban,1,Townhouse,5,1,48,Full-time
96625,Medium,Own,Suburban,5,Apartment,0,3,31,Part-time
41911,Low,Rent,Urban,12,Townhouse,5,3,41,Full-time
70874,Medium,Rent,Suburban,28,Townhouse,3,1,67,Full-time
421669,High,Rent,Suburban,43,Apartment,3,3,66,Full-time
70330,Medium,Rent,Urban,13,Single-family home,4,1,49,Full-time
70010,Medium,Own,Urban,29,Apartment,0,5,53,Self-employed
70868,Medium,Own,Urban,24,Apartment,0,2,49,Full-time
69166,Low,Own,Urban,39,Townhouse,2,6,32,Self-employed
88629,Medium,Own,Urban,34,Townhouse,1,5,60,Full-time
2847531,High,Own,Rural,36,Apartment,2,7,52,Full-time
73566,Medium,Rent,Urban,6,Single-family home,2,2,20,Part-time
74758,Medium,Own,Urban,49,Townhouse,2,7,33,Full-time
72224,Medium,Own,Urban,37,Apartment,1,1,22,Part-time
65108,Low,Own,Urban,17,Single-family home,2,7,38,Full-time
65558,Low,Own,Urban,7,Single-family home,5,5,27,Part-time
77748,Medium,Rent,Urban,6,Apartment,0,7,36,Self-employed
67742,Low,Rent,Urban,33,Single-family home,1,1,42,Self-employed
1692915,High,Rent,Urban,35,Apartment,3,6,21,Part-time
3037290,High,Rent,Urban,40,Single-family home,4,6,46,Part-time
3246147,High,Own,Rural,47,Apartment,4,7,36,Full-time
67974,Low,Own,Urban,50,Apartment,5,4,60,Part-time
69242,Low,Rent,Suburban,9,Apartment,0,7,19,Self-employed
70856,Medium,Own,Urban,39,Apartment,4,6,27,Full-time
537272,High,Rent,Suburban,28,Apartment,5,6,60,Part-time
572078,High,Own,Urban,15,Apartment,5,1,42,Part-time
1625307,High,Rent,Suburban,24,Apartment,4,6,37,Part-time
2843928,High,Rent,Suburban,28,Apartment,4,5,65,Part-time
2262245,High,Own,Suburban,7,Apartment,5,2,36,Full-time
36683,Low,Own,Suburban,19,Apartment,5,4,40,Part-time
1008393,High,Rent,Urban,35,Apartment,3,5,41,Full-time
71970,Medium,Own,Urban,26,Single-family home,4,5,28,Part-time
75180,Medium,Own,Urban,12,Apartment,2,5,63,Full-time
71942,Medium,Own,Urban,25,Apartment,5,7,51,Self-employed
72448,Medium,Own,Urban,41,Single-family home,0,4,45,Self-employed
66422,Low,Own,Urban,24,Apartment,0,5,22,Part-time
67304,Low,Own,Urban,27,Single-family home,5,6,22,Full-time
38219,Low,Rent,Urban,8,Apartment,0,2,68,Self-employed
68346,Low,Own,Urban,25,Single-family home,3,6,38,Self-employed
103826,Medium,Own,Urban,11,Apartment,3,5,29,Part-time
2708993,High,Rent,Urban,25,Townhouse,5,3,67,Self-employed
33536,Low,Own,Urban,46,Apartment,4,1,21,Full-time
68022,Low,Rent,Rural,21,Single-family home,2,7,66,Part-time
67434,Low,Own,Suburban,0,Single-family home,4,3,59,Part-time
67484,Low,Rent,Urban,11,Single-family home,0,6,37,Full-time
71844,Medium,Own,Urban,23,Apartment,2,2,55,Part-time
222508,High,Rent,Urban,29,Apartment,0,2,42,Part-time
3474757,High,Rent,Urban,13,Single-family home,2,1,31,Full-time
74912,Medium,Rent,Urban,22,Townhouse,5,2,28,Part-time
74472,Medium,Own,Rural,1,Apartment,1,2,49,Full-time
69938,Low,Rent,Rural,2,Apartment,3,5,28,Part-time
5456271,High,Own,Suburban,5,Townhouse,3,1,35,Part-time
67224,Low,Own,Urban,18,Apartment,5,7,44,Full-time
7386333,High,Rent,Urban,20,Townhouse,0,3,35,Part-time
69426,Low,Own,Urban,44,Single-family home,0,5,40,Full-time
6688433,High,Own,Urban,19,Apartment,1,5,28,Part-time
73314,Medium,Own,Urban,20,Apartment,4,3,38,Full-time
72800,Medium,Own,Urban,39,Single-family home,2,2,61,Full-time
67348,Low,Own,Suburban,3,Single-family home,5,4,22,Full-time
72898,Medium,Rent,Suburban,24,Townhouse,1,7,40,Self-employed
795379,High,Rent,Urban,50,Apartment,5,6,58,Full-time
71398,Medium,Own,Suburban,6,Single-family home,1,7,42,Full-time
611586,High,Rent,Urban,6,Single-family home,0,4,58,Full-time
68832,Low,Rent,Urban,32,Single-family home,0,6,27,Full-time
65134,Low,Own,Urban,50,Apartment,4,7,39,Full-time
934764,High,Rent,Urban,25,Single-family home,5,2,36,Full-time
2145723,High,Rent,Urban,16,Apartment,5,7,18,Full-time
86658,Medium,Rent,Urban,7,Single-family home,4,5,24,Full-time
151391,High,Rent,Rural,25,Apartment,0,3,21,Full-time
266956,High,Own,Urban,14,Apartment,3,4,18,Full-time
71196,Medium,Own,Rural,19,Apartment,4,5,32,Part-time
