Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Age_Group,Income_Category,Cluster
21,Master's,Education,2,Rural,11,Single,Self-employed,6,Own,Single-family home,Male,Public transit,4426165,18-30,High,0
57,Bachelor's,Others,1,Urban,35,Single,Part-time,3,Own,Apartment,Male,Car,69550,46-60,Low,1
33,High School,Technology,5,Suburban,10,Married,Full-time,3,Own,Single-family home,Male,Public transit,3638478,31-45,High,0
45,Bachelor's,Technology,2,Urban,2,Married,Full-time,1,Own,Apartment,Male,Biking,389807,31-45,High,2
33,Bachelor's,Technology,2,Urban,26,Married,Full-time,7,Rent,Single-family home,Male,Car,7970986,31-45,High,0
21,Bachelor's,Finance,0,Suburban,6,Married,Part-time,4,Rent,Townhouse,Male,Public transit,2971322,18-30,High,2
62,Bachelor's,Others,3,Urban,1,Married,Full-time,1,Own,Apartment,Female,Biking,9968165,61-70,High,0
43,Master's,Technology,4,Urban,9,Single,Full-time,5,Rent,Single-family home,Female,Car,622558,31-45,High,2
45,Bachelor's,Technology,3,Urban,2,Married,Self-employed,5,Own,Apartment,Male,Car,4232941,31-45,High,0
49,High School,Education,2,Suburban,16,Married,Full-time,1,Own,Apartment,Male,Walking,273356,46-60,High,2
62,High School,Education,3,Urban,42,Single,Full-time,4,Own,Apartment,Male,Biking,73020,61-70,Medium,1
19,Bachelor's,Education,5,Urban,0,Divorced,Full-time,1,Own,Apartment,Male,Public transit,74840,18-30,Medium,2
48,High School,Education,2,Urban,33,Married,Self-employed,6,Own,Single-family home,Male,Biking,75038,46-60,Medium,1
20,Bachelor's,Technology,1,Rural,12,Married,Self-employed,1,Own,Townhouse,Female,Car,70620,18-30,Medium,2
25,Bachelor's,Technology,5,Urban,13,Married,Part-time,4,Own,Apartment,Female,Biking,3550214,18-30,High,0
41,Bachelor's,Healthcare,1,Suburban,16,Divorced,Part-time,5,Rent,Single-family home,Female,Public transit,136842,31-45,Medium,2
32,Doctorate,Others,5,Suburban,33,Single,Self-employed,2,Own,Single-family home,Female,Car,212582,31-45,High,1
60,Bachelor's,Education,0,Urban,16,Married,Full-time,1,Own,Apartment,Male,Car,74402,46-60,Medium,2
48,High School,Technology,5,Urban,50,Single,Full-time,6,Own,Single-family home,Male,Public transit,75380,46-60,Medium,1
26,High School,Finance,4,Urban,40,Single,Full-time,6,Own,Apartment,Female,Public transit,69112,18-30,Low,1
56,Bachelor's,Technology,1,Urban,24,Single,Full-time,1,Own,Apartment,Male,Biking,69398,46-60,Low,2
62,High School,Education,5,Urban,43,Married,Full-time,3,Own,Apartment,Female,Car,68902,61-70,Low,1
19,Bachelor's,Finance,4,Suburban,29,Married,Self-employed,4,Own,Apartment,Female,Walking,73754,18-30,Medium,1
25,High School,Healthcare,0,Urban,47,Married,Full-time,3,Own,Apartment,Female,Biking,69020,18-30,Low,1
24,Bachelor's,Technology,5,Urban,35,Married,Self-employed,5,Own,Single-family home,Male,Walking,37249,18-30,Low,1
61,Master's,Healthcare,4,Urban,10,Divorced,Part-time,3,Own,Apartment,Female,Car,1472444,61-70,High,2
68,High School,Technology,5,Urban,20,Married,Full-time,4,Own,Single-family home,Female,Car,74598,61-70,Medium,2
56,Bachelor's,Healthcare,1,Urban,19,Single,Self-employed,1,Rent,Apartment,Female,Biking,1085439,46-60,High,2
59,Bachelor's,Finance,1,Suburban,28,Single,Part-time,1,Rent,Apartment,Female,Car,1382157,46-60,High,1
33,Master's,Healthcare,3,Urban,3,Single,Part-time,2,Own,Townhouse,Female,Public transit,7144540,31-45,High,0
52,Bachelor's,Others,3,Urban,33,Single,Full-time,5,Own,Apartment,Female,Public transit,73700,46-60,Medium,1
47,Bachelor's,Others,5,Suburban,41,Single,Part-time,1,Own,Townhouse,Female,Car,70620,46-60,Medium,1
27,Master's,Education,3,Urban,40,Married,Full-time,3,Own,Single-family home,Male,Car,69444,18-30,Low,1
55,Bachelor's,Education,5,Suburban,16,Single,Full-time,2,Rent,Apartment,Female,Public transit,68986,46-60,Low,2
35,Bachelor's,Finance,5,Urban,11,Single,Full-time,2,Own,Single-family home,Male,Public transit,66752,31-45,Low,2
67,High School,Healthcare,4,Suburban,3,Single,Full-time,7,Rent,Apartment,Female,Car,103210,61-70,Medium,2
22,Master's,Healthcare,1,Urban,40,Married,Part-time,5,Own,Single-family home,Male,Public transit,73002,18-30,Medium,1
70,Master's,Healthcare,0,Urban,13,Married,Part-time,2,Rent,Apartment,Female,Public transit,37467,61-70,Low,2
46,Doctorate,Technology,2,Urban,3,Divorced,Full-time,6,Own,Apartment,Female,Car,69434,46-60,Low,2
56,Master's,Healthcare,1,Urban,33,Married,Part-time,4,Rent,Apartment,Male,Walking,253020,46-60,High,1
51,Master's,Healthcare,3,Suburban,17,Married,Full-time,3,Rent,Single-family home,Female,Biking,930758,46-60,High,2
60,Bachelor's,Technology,5,Urban,12,Married,Full-time,2,Rent,Townhouse,Male,Car,1741119,46-60,High,2
62,Master's,Healthcare,3,Urban,9,Married,Full-time,1,Own,Single-family home,Male,Car,73800,61-70,Medium,2
40,Bachelor's,Healthcare,4,Urban,13,Married,Part-time,3,Own,Townhouse,Male,Walking,70980,31-45,Medium,2
22,Bachelor's,Others,3,Urban,8,Married,Part-time,5,Rent,Apartment,Male,Public transit,123744,18-30,Medium,2
47,Bachelor's,Technology,4,Urban,42,Married,Full-time,2,Own,Single-family home,Male,Public transit,68998,46-60,Low,1
23,Bachelor's,Education,0,Urban,19,Divorced,Full-time,3,Rent,Single-family home,Male,Car,356733,18-30,High,2
63,Master's,Healthcare,5,Urban,0,Single,Full-time,1,Own,Single-family home,Male,Biking,74586,61-70,Medium,2
61,Bachelor's,Technology,3,Urban,43,Married,Part-time,2,Rent,Single-family home,Male,Car,1956590,61-70,High,1
21,High School,Healthcare,4,Rural,28,Single,Self-employed,5,Rent,Apartment,Male,Biking,76818,18-30,Medium,1
46,High School,Others,3,Urban,16,Married,Part-time,5,Own,Apartment,Female,Car,89930,46-60,Medium,2
40,Master's,Technology,4,Urban,48,Single,Full-time,7,Rent,Single-family home,Male,Biking,65722,31-45,Low,1
23,Bachelor's,Others,5,Urban,7,Married,Part-time,5,Own,Single-family home,Male,Car,142367,18-30,Medium,2
49,Bachelor's,Finance,5,Suburban,16,Married,Self-employed,6,Rent,Apartment,Male,Walking,2303322,46-60,High,2
59,Bachelor's,Technology,1,Urban,20,Married,Self-employed,2,Rent,Apartment,Female,Car,9119419,46-60,High,0
35,Bachelor's,Technology,4,Urban,24,Married,Self-employed,2,Own,Apartment,Female,Public transit,66714,31-45,Low,2
32,High School,Finance,2,Urban,19,Married,Part-time,2,Own,Single-family home,Male,Biking,74048,31-45,Medium,2
57,Bachelor's,Technology,0,Urban,24,Married,Full-time,1,Own,Townhouse,Female,Public transit,339329,46-60,High,2
49,Master's,Healthcare,1,Urban,20,Married,Self-employed,6,Own,Apartment,Male,Public transit,67312,46-60,Low,2
26,Bachelor's,Technology,0,Suburban,12,Married,Self-employed,7,Own,Townhouse,Male,Walking,70508,18-30,Medium,2
54,Bachelor's,Healthcare,1,Urban,12,Married,Full-time,5,Own,Single-family home,Male,Car,69794,46-60,Low,2
27,High School,Finance,3,Urban,46,Single,Part-time,3,Own,Apartment,Female,Public transit,66974,18-30,Low,1
37,Bachelor's,Technology,4,Suburban,49,Married,Self-employed,6,Own,Apartment,Male,Public transit,71452,31-45,Medium,1
23,High School,Others,3,Urban,29,Single,Self-employed,3,Rent,Single-family home,Male,Public transit,327505,18-30,High,1
65,Bachelor's,Technology,0,Urban,12,Single,Part-time,2,Own,Apartment,Male,Car,74622,61-70,Medium,2
20,Bachelor's,Finance,5,Urban,39,Married,Part-time,5,Own,Single-family home,Female,Car,66648,18-30,Low,1
59,Master's,Healthcare,0,Rural,6,Married,Part-time,7,Own,Apartment,Female,Car,53057,46-60,Low,2
28,Bachelor's,Education,1,Urban,50,Single,Part-time,5,Rent,Apartment,Female,Car,55506,18-30,Low,1
60,Bachelor's,Others,0,Urban,41,Married,Full-time,2,Rent,Apartment,Male,Car,340617,46-60,High,1
34,Bachelor's,Finance,4,Urban,11,Single,Full-time,1,Own,Single-family home,Female,Car,72928,31-45,Medium,2
49,Bachelor's,Technology,0,Urban,1,Divorced,Part-time,3,Own,Apartment,Female,Car,151535,46-60,High,2
21,High School,Healthcare,3,Urban,13,Married,Full-time,3,Rent,Apartment,Male,Public transit,75232,18-30,Medium,2
21,Bachelor's,Technology,5,Suburban,41,Married,Part-time,4,Own,Apartment,Female,Biking,68794,18-30,Low,1
34,Master's,Others,4,Urban,16,Married,Full-time,7,Own,Apartment,Male,Public transit,6216985,31-45,High,0
58,High School,Healthcare,0,Suburban,12,Single,Part-time,2,Rent,Single-family home,Male,Biking,72618,46-60,Medium,2
36,Bachelor's,Finance,2,Urban,0,Divorced,Part-time,3,Own,Single-family home,Female,Car,65638,31-45,Low,2
22,Master's,Education,2,Rural,46,Married,Self-employed,7,Own,Single-family home,Female,Public transit,66156,18-30,Low,1
49,Bachelor's,Healthcare,5,Rural,0,Married,Part-time,3,Own,Townhouse,Male,Public transit,71150,46-60,Medium,2
39,Master's,Finance,3,Urban,46,Married,Part-time,1,Rent,Apartment,Female,Car,3668164,31-45,High,1
23,Bachelor's,Healthcare,1,Urban,25,Married,Full-time,6,Rent,Apartment,Male,Walking,398620,18-30,High,1
52,Bachelor's,Healthcare,1,Suburban,46,Single,Full-time,2,Own,Single-family home,Male,Car,70280,46-60,Medium,1
39,Bachelor's,Finance,5,Urban,45,Single,Full-time,2,Rent,Townhouse,Male,Biking,72878,31-45,Medium,1
18,Master's,Finance,0,Urban,12,Married,Self-employed,6,Rent,Single-family home,Female,Public transit,71194,,Medium,2
37,Master's,Healthcare,4,Rural,33,Single,Part-time,7,Own,Single-family home,Male,Public transit,2541303,31-45,High,1
39,High School,Others,5,Urban,39,Married,Full-time,6,Own,Apartment,Male,Biking,6984171,31-45,High,0
65,Bachelor's,Healthcare,1,Urban,8,Married,Part-time,6,Own,Single-family home,Female,Public transit,75348,61-70,Medium,2
28,High School,Others,2,Suburban,50,Single,Full-time,7,Own,Single-family home,Male,Car,71868,18-30,Medium,1
30,High School,Finance,1,Urban,18,Married,Full-time,3,Own,Single-family home,Female,Public transit,71312,18-30,Medium,2
59,Bachelor's,Education,2,Urban,22,Married,Full-time,3,Own,Apartment,Male,Car,73986,46-60,Medium,2
20,Bachelor's,Healthcare,1,Urban,40,Married,Full-time,7,Rent,Apartment,Female,Public transit,1434300,18-30,High,1
26,High School,Education,3,Urban,27,Single,Full-time,5,Rent,Single-family home,Male,Public transit,46476,18-30,Low,1
29,High School,Healthcare,5,Rural,29,Single,Self-employed,4,Own,Single-family home,Female,Biking,6552817,18-30,High,0
40,Bachelor's,Technology,4,Rural,6,Divorced,Part-time,6,Rent,Apartment,Male,Biking,1103570,31-45,High,2
31,Doctorate,Education,5,Urban,13,Single,Part-time,3,Own,Apartment,Female,Walking,71932,31-45,Medium,2
50,Master's,Healthcare,0,Suburban,1,Single,Part-time,2,Rent,Single-family home,Female,Public transit,66012,46-60,Low,2
35,High School,Finance,2,Urban,11,Divorced,Full-time,5,Own,Townhouse,Male,Public transit,74862,31-45,Medium,2
66,Master's,Healthcare,1,Urban,42,Married,Self-employed,7,Rent,Apartment,Female,Public transit,65530,61-70,Low,1
58,Bachelor's,Technology,0,Urban,48,Married,Self-employed,1,Rent,Apartment,Female,Biking,72794,46-60,Medium,1
26,Master's,Healthcare,2,Urban,1,Single,Part-time,2,Rent,Single-family home,Female,Walking,534015,18-30,High,2
40,Bachelor's,Finance,5,Urban,27,Single,Full-time,5,Own,Apartment,Female,Car,71550,31-45,Medium,1
27,Bachelor's,Technology,2,Urban,27,Single,Self-employed,6,Own,Townhouse,Female,Car,2659772,18-30,High,1
36,Master's,Finance,3,Urban,11,Married,Full-time,2,Rent,Townhouse,Male,Car,70436,31-45,Medium,2
64,High School,Healthcare,1,Urban,29,Single,Part-time,6,Rent,Single-family home,Female,Public transit,190064,61-70,High,1
22,Master's,Healthcare,5,Rural,46,Single,Full-time,2,Rent,Single-family home,Male,Biking,3433502,18-30,High,1
64,Master's,Healthcare,0,Rural,39,Single,Full-time,2,Own,Single-family home,Male,Public transit,72608,61-70,Medium,1
69,Doctorate,Healthcare,1,Suburban,39,Married,Self-employed,3,Own,Apartment,Male,Biking,6329045,61-70,High,0
40,Bachelor's,Healthcare,5,Urban,21,Married,Self-employed,3,Own,Apartment,Female,Biking,66532,31-45,Low,2
47,High School,Technology,1,Urban,17,Married,Self-employed,4,Own,Apartment,Male,Car,74676,46-60,Medium,2
42,Bachelor's,Technology,4,Urban,13,Single,Full-time,1,Own,Apartment,Female,Car,74762,31-45,Medium,2
45,Doctorate,Finance,2,Urban,24,Married,Full-time,1,Own,Single-family home,Female,Public transit,70848,31-45,Medium,2
51,Bachelor's,Education,2,Urban,9,Married,Self-employed,3,Rent,Single-family home,Female,Public transit,115024,46-60,Medium,2
62,Bachelor's,Technology,4,Urban,35,Married,Full-time,2,Rent,Single-family home,Female,Public transit,7211256,61-70,High,0
65,Bachelor's,Others,4,Urban,47,Divorced,Part-time,2,Own,Apartment,Female,Public transit,5199910,61-70,High,0
64,Bachelor's,Technology,1,Suburban,47,Single,Full-time,7,Rent,Single-family home,Female,Car,74282,61-70,Medium,1
42,High School,Technology,2,Urban,48,Married,Full-time,6,Rent,Apartment,Male,Public transit,1410141,31-45,High,1
27,Bachelor's,Others,0,Urban,8,Married,Self-employed,5,Rent,Single-family home,Female,Public transit,264298,18-30,High,2
31,Master's,Others,3,Urban,10,Single,Full-time,6,Own,Apartment,Male,Biking,3226293,31-45,High,2
59,High School,Education,5,Urban,26,Single,Part-time,6,Rent,Apartment,Female,Biking,718096,46-60,High,1
63,Master's,Technology,4,Urban,12,Divorced,Full-time,5,Own,Apartment,Male,Car,65770,61-70,Low,2
47,Bachelor's,Technology,0,Urban,0,Single,Full-time,5,Rent,Apartment,Female,Public transit,70224,46-60,Medium,2
58,Bachelor's,Finance,0,Suburban,38,Married,Full-time,7,Own,Townhouse,Female,Public transit,1160526,46-60,High,1
42,Bachelor's,Others,1,Urban,10,Married,Part-time,6,Own,Apartment,Male,Biking,561599,31-45,High,2
31,High School,Education,4,Urban,2,Single,Self-employed,1,Own,Single-family home,Female,Car,74210,31-45,Medium,2
52,Bachelor's,Finance,0,Urban,1,Married,Self-employed,1,Own,Apartment,Male,Walking,73444,46-60,Medium,2
69,Master's,Technology,3,Urban,45,Single,Part-time,5,Own,Apartment,Female,Car,70016,61-70,Medium,1
65,Bachelor's,Healthcare,0,Urban,41,Single,Part-time,5,Own,Single-family home,Male,Public transit,66854,61-70,Low,1
51,Bachelor's,Finance,3,Urban,23,Married,Self-employed,5,Own,Single-family home,Male,Car,192172,46-60,High,2
27,High School,Education,3,Urban,19,Married,Full-time,1,Own,Apartment,Male,Public transit,1067401,18-30,High,2
52,Master's,Healthcare,3,Suburban,48,Single,Part-time,3,Own,Single-family home,Female,Public transit,75144,46-60,Medium,1
28,Bachelor's,Others,4,Urban,39,Single,Self-employed,6,Own,Single-family home,Female,Public transit,65430,18-30,Low,1
28,Bachelor's,Education,3,Urban,14,Married,Part-time,6,Own,Single-family home,Male,Car,2640146,18-30,High,2
38,High School,Technology,4,Urban,5,Single,Full-time,6,Rent,Townhouse,Female,Car,33114,31-45,Low,2
38,Doctorate,Finance,0,Urban,19,Married,Part-time,6,Rent,Apartment,Female,Public transit,65392,31-45,Low,2
39,Bachelor's,Others,3,Urban,21,Single,Full-time,2,Rent,Townhouse,Female,Biking,471833,31-45,High,2
62,Bachelor's,Others,2,Urban,1,Married,Self-employed,6,Own,Apartment,Female,Public transit,43601,61-70,Low,2
24,Bachelor's,Technology,0,Suburban,14,Single,Part-time,6,Rent,Single-family home,Female,Public transit,671867,18-30,High,2
34,Master's,Technology,5,Urban,47,Married,Self-employed,3,Own,Apartment,Male,Car,66368,31-45,Low,1
19,High School,Healthcare,2,Urban,33,Married,Full-time,1,Rent,Single-family home,Male,Public transit,881400,18-30,High,1
29,Master's,Technology,2,Urban,45,Married,Self-employed,1,Own,Apartment,Female,Biking,157279,18-30,High,1
59,Bachelor's,Others,1,Suburban,30,Married,Part-time,5,Rent,Single-family home,Male,Car,145530,46-60,Medium,1
35,Bachelor's,Finance,4,Urban,29,Single,Self-employed,3,Rent,Apartment,Male,Biking,68820,31-45,Low,1
28,Bachelor's,Healthcare,1,Urban,27,Married,Part-time,1,Rent,Single-family home,Female,Public transit,426204,18-30,High,1
33,Master's,Healthcare,4,Urban,32,Married,Full-time,4,Own,Single-family home,Male,Biking,71880,31-45,Medium,1
66,Bachelor's,Others,1,Urban,40,Married,Full-time,3,Rent,Townhouse,Male,Car,68304,61-70,Low,1
68,Master's,Finance,0,Urban,48,Married,Full-time,7,Own,Apartment,Male,Car,427456,61-70,High,1
35,High School,Technology,2,Urban,20,Single,Part-time,3,Rent,Single-family home,Female,Public transit,104430,31-45,Medium,2
52,Master's,Technology,0,Urban,45,Single,Full-time,7,Own,Single-family home,Male,Public transit,1157812,46-60,High,1
70,High School,Healthcare,4,Suburban,22,Married,Part-time,1,Own,Single-family home,Male,Walking,1277738,61-70,High,2
43,Bachelor's,Finance,2,Urban,41,Single,Part-time,2,Rent,Single-family home,Female,Walking,65232,31-45,Low,1
33,Bachelor's,Technology,2,Urban,12,Divorced,Full-time,1,Own,Single-family home,Female,Public transit,69244,31-45,Low,2
23,Bachelor's,Technology,4,Urban,44,Married,Full-time,3,Own,Single-family home,Female,Car,69958,18-30,Low,1
61,Bachelor's,Education,0,Urban,25,Married,Full-time,4,Rent,Townhouse,Male,Public transit,7570077,61-70,High,0
60,Bachelor's,Education,2,Urban,18,Single,Self-employed,3,Rent,Single-family home,Male,Car,760919,46-60,High,2
64,High School,Healthcare,5,Suburban,26,Married,Full-time,7,Own,Apartment,Male,Car,1543835,61-70,High,1
64,Bachelor's,Others,0,Urban,39,Single,Full-time,1,Own,Townhouse,Female,Public transit,73428,61-70,Medium,1
65,High School,Others,0,Suburban,6,Married,Part-time,6,Rent,Apartment,Female,Walking,306580,61-70,High,2
59,Bachelor's,Finance,0,Urban,24,Single,Part-time,5,Rent,Apartment,Female,Car,970843,46-60,High,2
29,High School,Others,2,Suburban,48,Married,Full-time,7,Rent,Apartment,Male,Public transit,66421,18-30,Low,1
30,High School,Technology,3,Urban,39,Married,Full-time,2,Own,Apartment,Female,Biking,66198,18-30,Low,1
21,High School,Healthcare,1,Urban,35,Married,Full-time,3,Own,Apartment,Female,Biking,72370,18-30,Medium,1
56,Bachelor's,Finance,4,Urban,6,Single,Full-time,4,Rent,Apartment,Male,Public transit,65068,46-60,Low,2
19,Master's,Education,0,Urban,19,Single,Full-time,4,Rent,Single-family home,Female,Biking,1183366,18-30,High,2
43,Master's,Education,2,Urban,23,Single,Full-time,4,Own,Apartment,Female,Biking,67274,31-45,Low,2
44,High School,Healthcare,4,Urban,27,Married,Full-time,2,Rent,Townhouse,Female,Biking,1034032,31-45,High,1
44,Bachelor's,Education,3,Rural,48,Single,Full-time,6,Own,Apartment,Male,Car,620572,31-45,High,1
32,Bachelor's,Technology,5,Suburban,4,Single,Part-time,3,Own,Single-family home,Female,Biking,149554,31-45,Medium,2
25,Bachelor's,Healthcare,3,Suburban,35,Single,Part-time,5,Own,Single-family home,Female,Car,67862,18-30,Low,1
24,Bachelor's,Healthcare,2,Urban,30,Married,Self-employed,1,Own,Apartment,Male,Biking,73848,18-30,Medium,1
64,High School,Technology,0,Suburban,50,Married,Self-employed,6,Own,Single-family home,Male,Public transit,61858,61-70,Low,1
63,Bachelor's,Finance,3,Urban,32,Divorced,Self-employed,7,Own,Single-family home,Male,Biking,841639,61-70,High,1
57,Bachelor's,Technology,3,Urban,23,Married,Full-time,3,Own,Single-family home,Female,Car,68634,46-60,Low,2
29,High School,Healthcare,3,Urban,9,Single,Full-time,3,Own,Townhouse,Female,Public transit,69460,18-30,Low,2
30,Bachelor's,Education,5,Urban,37,Married,Part-time,5,Own,Apartment,Male,Car,1996607,18-30,High,1
60,Bachelor's,Finance,2,Urban,43,Married,Self-employed,2,Own,Townhouse,Female,Car,66670,46-60,Low,1
34,High School,Technology,4,Urban,48,Married,Part-time,7,Own,Apartment,Female,Public transit,66550,31-45,Low,1
34,Bachelor's,Healthcare,1,Urban,4,Divorced,Full-time,1,Own,Apartment,Male,Car,2191829,31-45,High,2
53,Master's,Others,2,Suburban,30,Married,Part-time,1,Own,Townhouse,Female,Biking,72652,46-60,Medium,1
38,Master's,Healthcare,0,Rural,8,Married,Full-time,1,Rent,Single-family home,Female,Public transit,413554,31-45,High,2
25,Bachelor's,Healthcare,2,Urban,31,Married,Self-employed,7,Rent,Single-family home,Female,Walking,73182,18-30,Medium,1
22,Bachelor's,Technology,2,Urban,40,Married,Part-time,6,Own,Single-family home,Female,Walking,66032,18-30,Low,1
43,Bachelor's,Education,5,Suburban,4,Married,Part-time,3,Own,Single-family home,Male,Biking,71388,31-45,Medium,2
33,Bachelor's,Others,1,Urban,50,Single,Full-time,5,Rent,Single-family home,Female,Car,4960168,31-45,High,0
53,High School,Healthcare,1,Rural,26,Divorced,Part-time,5,Own,Apartment,Female,Public transit,101047,46-60,Medium,1
45,Bachelor's,Education,1,Suburban,27,Single,Part-time,2,Rent,Single-family home,Male,Biking,100544,31-45,Medium,1
46,Bachelor's,Education,4,Urban,42,Single,Part-time,5,Own,Single-family home,Female,Public transit,74610,46-60,Medium,1
64,Bachelor's,Technology,2,Urban,11,Divorced,Self-employed,5,Rent,Single-family home,Male,Public transit,5672297,61-70,High,0
29,Master's,Healthcare,5,Rural,4,Married,Part-time,1,Own,Single-family home,Female,Car,72266,18-30,Medium,2
54,Master's,Healthcare,0,Rural,7,Single,Part-time,2,Rent,Townhouse,Female,Walking,231308,46-60,High,2
47,High School,Healthcare,1,Urban,16,Single,Self-employed,5,Own,Townhouse,Male,Car,74562,46-60,Medium,2
40,High School,Technology,1,Urban,7,Married,Full-time,7,Rent,Single-family home,Male,Biking,122036,31-45,Medium,2
33,High School,Finance,2,Urban,33,Single,Full-time,5,Own,Single-family home,Male,Car,65510,31-45,Low,1
31,Master's,Technology,0,Urban,22,Single,Part-time,5,Own,Single-family home,Female,Walking,68228,31-45,Low,2
27,Master's,Technology,5,Rural,17,Divorced,Full-time,5,Own,Apartment,Female,Public transit,1287009,18-30,High,2
24,Doctorate,Education,1,Suburban,50,Married,Full-time,1,Rent,Apartment,Female,Biking,67728,18-30,Low,1
62,Bachelor's,Others,2,Urban,9,Married,Full-time,7,Rent,Townhouse,Male,Car,108635,61-70,Medium,2
69,Master's,Technology,3,Urban,38,Married,Part-time,7,Rent,Townhouse,Male,Biking,69572,61-70,Low,1
54,Bachelor's,Healthcare,5,Suburban,40,Married,Full-time,3,Rent,Townhouse,Male,Public transit,65996,46-60,Low,1
46,Master's,Technology,4,Urban,43,Divorced,Full-time,7,Own,Apartment,Female,Public transit,70082,46-60,Medium,1
20,Master's,Technology,5,Urban,43,Married,Full-time,7,Own,Townhouse,Male,Car,594770,18-30,High,1
32,Bachelor's,Education,2,Urban,4,Married,Part-time,6,Rent,Single-family home,Male,Public transit,891740,31-45,High,2
53,Bachelor's,Healthcare,1,Urban,42,Married,Full-time,7,Own,Single-family home,Female,Public transit,66448,46-60,Low,1
64,Master's,Healthcare,5,Suburban,16,Divorced,Self-employed,2,Rent,Single-family home,Male,Car,2347942,61-70,High,2
63,Bachelor's,Finance,0,Suburban,46,Married,Part-time,3,Own,Apartment,Female,Car,70888,61-70,Medium,1
69,High School,Healthcare,3,Urban,10,Married,Full-time,6,Rent,Apartment,Female,Walking,73550,61-70,Medium,2
36,High School,Technology,0,Urban,46,Single,Part-time,1,Own,Townhouse,Female,Walking,74752,31-45,Medium,1
30,Bachelor's,Healthcare,0,Urban,47,Single,Full-time,3,Rent,Apartment,Male,Biking,2782340,18-30,High,1
59,Bachelor's,Healthcare,0,Urban,18,Single,Self-employed,6,Own,Apartment,Male,Car,75132,46-60,Medium,2
38,High School,Healthcare,2,Suburban,20,Single,Full-time,5,Rent,Apartment,Female,Public transit,74434,31-45,Medium,2
54,High School,Healthcare,2,Urban,43,Single,Full-time,7,Rent,Single-family home,Male,Car,2009613,46-60,High,1
44,Bachelor's,Healthcare,5,Rural,2,Single,Part-time,2,Own,Townhouse,Female,Car,4111958,31-45,High,0
69,Bachelor's,Technology,4,Urban,39,Divorced,Full-time,5,Rent,Townhouse,Female,Biking,65554,61-70,Low,1
46,High School,Technology,3,Urban,42,Single,Part-time,2,Own,Apartment,Male,Public transit,65348,46-60,Low,1
37,High School,Finance,5,Urban,0,Married,Self-employed,3,Own,Apartment,Female,Biking,71140,31-45,Medium,2
42,High School,Healthcare,0,Urban,23,Married,Part-time,5,Own,Apartment,Male,Public transit,66646,31-45,Low,2
23,High School,Others,5,Urban,35,Single,Full-time,1,Own,Townhouse,Female,Car,74604,18-30,Medium,1
53,Master's,Others,1,Urban,5,Single,Self-employed,5,Rent,Single-family home,Female,Car,334956,46-60,High,2
19,High School,Healthcare,5,Urban,9,Single,Full-time,4,Own,Townhouse,Male,Car,68454,18-30,Low,2
39,Master's,Others,5,Rural,46,Single,Part-time,7,Own,Apartment,Female,Car,77782,31-45,Medium,1
49,Bachelor's,Healthcare,0,Urban,39,Divorced,Part-time,1,Rent,Apartment,Male,Public transit,142224,46-60,Medium,1
33,Doctorate,Technology,5,Urban,45,Married,Full-time,2,Own,Apartment,Female,Car,7810901,31-45,High,0
35,High School,Healthcare,3,Urban,33,Married,Part-time,4,Own,Apartment,Male,Public transit,5726352,31-45,High,0
22,High School,Technology,0,Urban,23,Married,Part-time,7,Own,Single-family home,Female,Car,71076,18-30,Medium,2
53,High School,Technology,2,Urban,22,Single,Self-employed,5,Own,Single-family home,Male,Public transit,74152,46-60,Medium,2
47,High School,Education,2,Urban,19,Married,Full-time,7,Own,Townhouse,Female,Public transit,72222,46-60,Medium,2
62,Bachelor's,Finance,5,Urban,37,Married,Full-time,7,Own,Single-family home,Male,Public transit,66388,61-70,Low,1
36,High School,Technology,5,Urban,34,Divorced,Full-time,5,Own,Apartment,Female,Public transit,65526,31-45,Low,1
40,High School,Technology,3,Urban,33,Single,Part-time,5,Own,Townhouse,Female,Biking,67402,31-45,Low,1
51,Master's,Others,4,Urban,45,Married,Part-time,5,Own,Apartment,Female,Biking,66344,46-60,Low,1
30,Bachelor's,Others,0,Suburban,49,Single,Full-time,6,Rent,Apartment,Male,Public transit,642344,18-30,High,1
60,High School,Others,3,Suburban,46,Single,Full-time,4,Rent,Single-family home,Male,Public transit,261399,46-60,High,1
46,High School,Others,5,Suburban,35,Married,Full-time,1,Own,Apartment,Male,Car,637837,46-60,High,1
53,High School,Healthcare,5,Urban,15,Single,Part-time,6,Rent,Apartment,Female,Public transit,776585,46-60,High,2
39,Master's,Education,5,Rural,22,Married,Self-employed,4,Own,Single-family home,Male,Public transit,5764401,31-45,High,0
69,Master's,Healthcare,5,Rural,43,Married,Full-time,1,Own,Apartment,Male,Car,4609439,61-70,High,0
69,Master's,Others,1,Suburban,48,Single,Part-time,3,Own,Townhouse,Male,Car,72674,61-70,Medium,1
64,Master's,Healthcare,5,Urban,0,Single,Part-time,3,Own,Apartment,Female,Car,72706,61-70,Medium,2
53,Bachelor's,Education,5,Urban,8,Divorced,Full-time,1,Own,Single-family home,Male,Biking,1384436,46-60,High,2
26,High School,Healthcare,1,Suburban,11,Married,Part-time,1,Rent,Single-family home,Male,Biking,69260,18-30,Low,2
